t,armed,thr_us,roll_sp_dps,pitch_sp_dps,yaw_sp_dps,gx_dps,gy_dps,gz_dps,roll_u,roll_p,roll_i,roll_d,pitch_u,pitch_p,pitch_i,pitch_d,yaw_u,yaw_p,yaw_i,yaw_d,m1_us,m2_us,m3_us,m4_us,rc_raw_roll,rc_raw_pitch,rc_raw_thr,rc_raw_yaw,rc_raw_arm
0.193647,1,1050,-198.437,25.110,-37.445,-0.062,0.000,0.000,-396.748,-396.748,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1553,1000,1340,8,1152,21,768,0
0.293741,1,1050,-198.437,25.110,-37.445,-0.125,0.000,-0.062,-396.623,-396.623,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1552,1000,1340,8,1152,21,768,0
0.393740,1,1050,-198.437,25.110,-37.445,-0.062,0.062,0.062,-396.748,-396.748,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.261,-56.261,-0.000,-0.000,1000,1553,1000,1340,8,1152,21,768,0
0.593777,1,1050,-198.437,25.110,-37.445,-0.125,0.062,-0.062,-396.623,-396.623,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1552,1000,1340,8,1152,25,768,0
0.698741,1,1050,-198.437,25.110,-37.445,0.000,0.000,0.000,-396.873,-396.873,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1553,1000,1340,8,1152,21,768,0
0.793753,1,1050,-198.437,25.110,-37.445,0.000,0.000,0.000,-396.873,-396.873,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1553,1000,1340,8,1152,21,768,0
1.101231,1,1050,-198.437,25.110,-37.445,-0.125,0.062,-0.062,-396.623,-396.623,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1552,1000,1340,8,1152,21,768,0
1.304012,1,1050,-198.437,25.110,-37.445,-0.062,0.062,-0.062,-396.748,-396.748,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1552,1000,1340,8,1152,21,768,0
1.708684,1,1050,-198.632,25.110,-37.445,-0.062,0.000,-0.062,-397.139,-397.139,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1553,1000,1340,7,1152,21,768,0
1.808654,1,1050,-198.632,25.110,-37.445,0.062,0.000,0.000,-397.389,-397.389,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1553,1000,1341,7,1152,17,768,0
2.213903,1,1050,-197.460,25.110,-37.445,0.000,-0.062,-0.125,-394.919,-394.919,-0.000,-0.000,50.345,50.345,0.000,0.000,-55.980,-55.980,-0.000,-0.000,1000,1551,1000,1338,13,1152,21,768,0
2.313659,1,1050,-196.873,25.110,-37.445,-0.062,0.062,-0.062,-393.622,-393.622,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1549,1000,1337,16,1152,21,768,0
2.513764,1,1050,-194.724,25.110,-37.445,-0.062,0.000,0.062,-389.323,-389.323,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.261,-56.261,-0.000,-0.000,1000,1545,1000,1332,27,1152,17,768,0
2.713771,1,1050,-195.701,25.110,-37.445,-0.062,0.000,-0.062,-391.277,-391.277,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1547,1000,1334,22,1152,21,768,0
2.818806,1,1050,-196.092,25.110,-37.445,-0.062,0.062,0.000,-392.059,-392.059,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1548,1000,1335,20,1152,17,768,0
3.223745,1,1050,-193.356,25.110,-37.445,-0.062,0.000,0.000,-386.587,-386.587,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1542,1000,1330,34,1152,21,768,0
3.323641,1,1050,-192.770,25.110,-37.445,-0.125,0.062,-0.062,-385.290,-385.290,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1541,1000,1329,37,1152,17,768,0
3.728725,1,1050,-194.724,25.110,-37.445,0.000,0.000,-0.062,-389.448,-389.448,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1545,1000,1333,27,1152,21,768,0
3.828810,1,1050,-194.724,25.110,-37.445,-0.062,0.000,-0.062,-389.323,-389.323,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1545,1000,1333,27,1152,17,768,0
4.233672,1,1050,-195.506,25.110,-37.445,0.000,-0.062,0.000,-391.011,-391.011,-0.000,-0.000,50.345,50.345,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1547,1000,1334,23,1152,21,768,0
4.333833,1,1050,-195.506,25.110,-37.445,-0.062,0.062,-0.062,-390.886,-390.886,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1547,1000,1334,23,1152,17,768,0
4.433698,1,1050,-195.506,25.110,-37.445,0.062,0.000,-0.062,-391.136,-391.136,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1547,1000,1334,23,1152,21,768,0
4.633674,1,1050,-195.701,25.110,-37.445,0.000,0.000,0.000,-391.402,-391.402,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1547,1000,1335,22,1152,17,768,0
4.738576,1,1050,-195.701,25.110,-37.445,0.000,0.000,-0.062,-391.402,-391.402,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1547,1000,1335,22,1152,17,768,0
4.833699,1,1050,-195.701,25.110,-37.445,-0.062,-0.062,-0.125,-391.277,-391.277,-0.000,-0.000,50.345,50.345,0.000,0.000,-55.980,-55.980,-0.000,-0.000,1000,1547,1000,1334,22,1152,17,768,0
5.243800,1,1050,-195.701,25.110,-37.445,-0.125,0.062,0.000,-391.152,-391.152,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1547,1000,1334,22,1152,21,768,0
5.343598,1,1050,-195.701,25.110,-37.445,-0.125,0.062,0.000,-391.152,-391.152,-0.000,-0.000,50.095,50.095,0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1547,1000,1334,22,1152,21,768,0
5.355775,1,1172,-3.615,-5.374,-1.539,0.000,0.062,0.000,-7.230,-7.230,-0.000,0.000,-10.872,-10.872,0.000,-0.000,-2.308,-2.308,-0.000,0.000,1152,1171,1178,1188,1005,996,353,1013,191
5.748654,1,1050,-195.310,25.110,-37.445,-0.062,0.000,-0.062,-390.495,-390.495,-0.000,-0.000,50.220,50.220,0.000,0.000,-56.074,-56.074,-0.000,-0.000,1000,1546,1000,1334,24,1152,17,768,0
5.758174,1,1173,-3.615,-5.374,-1.539,0.000,0.062,-0.062,-7.230,-7.230,-0.000,0.000,-10.872,-10.872,0.000,-0.000,-2.215,-2.215,-0.000,0.000,1153,1171,1179,1189,1005,996,355,1013,191
5.768447,1,1173,-3.615,-5.374,-1.539,-0.062,-0.062,0.000,-7.105,-7.105,-0.000,0.000,-10.622,-10.622,0.000,0.000,-2.308,-2.308,-0.000,-0.000,1153,1172,1179,1188,1005,996,355,1013,191
5.777641,1,1173,-3.615,-5.374,-1.246,-0.062,0.000,-0.062,-7.105,-7.105,-0.000,0.000,-10.747,-10.747,-0.000,-0.000,-1.775,-1.775,-0.000,0.000,1153,1171,1178,1189,1005,996,355,1015,191
5.787614,1,1173,-3.615,-5.374,-1.539,-0.062,0.000,0.000,-7.105,-7.105,-0.000,0.000,-10.747,-10.747,-0.000,0.000,-2.308,-2.308,-0.000,-0.000,1153,1172,1179,1188,1005,996,355,1013,191
5.797591,1,1173,-3.615,-5.374,-1.539,0.000,0.000,0.000,-7.230,-7.230,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-2.308,-2.308,-0.000,0.000,1153,1172,1179,1189,1005,996,355,1013,191
5.807569,1,1173,-3.615,-5.374,-1.539,0.125,0.000,-0.062,-7.480,-7.480,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-2.215,-2.215,-0.000,0.000,1152,1172,1178,1189,1005,996,355,1013,191
5.817537,1,1173,-3.615,-5.374,-1.539,0.062,0.000,0.000,-7.355,-7.355,-0.000,0.000,-10.747,-10.747,-0.000,0.000,-2.308,-2.308,-0.000,-0.000,1153,1172,1179,1189,1005,996,355,1013,191
5.827558,1,1173,-3.615,-5.374,-1.539,0.000,0.000,-0.062,-7.230,-7.230,-0.000,0.000,-10.747,-10.747,-0.000,0.000,-2.215,-2.215,-0.000,0.000,1153,1172,1179,1189,1005,996,355,1013,191
5.837575,1,1173,-3.615,-5.374,-1.539,-0.062,0.062,0.000,-7.105,-7.105,-0.000,0.000,-10.872,-10.872,-0.000,-0.000,-2.308,-2.308,-0.000,-0.000,1153,1171,1179,1189,1005,996,355,1013,191
5.847538,1,1050,-195.506,25.110,-37.445,-0.062,0.125,0.000,-390.886,-390.886,-0.000,-0.000,49.970,49.970,-0.000,0.000,-56.168,-56.168,-0.000,-0.000,1000,1547,1000,1334,23,1152,21,768,0
5.857465,1,1172,-3.615,-5.374,-1.539,-0.062,0.000,-0.062,-7.105,-7.105,-0.000,0.000,-10.747,-10.747,-0.000,-0.000,-2.215,-2.215,-0.000,0.000,1152,1171,1178,1188,1005,996,353,1013,191
5.867577,1,1171,-3.615,-5.374,-1.539,-0.125,0.125,0.062,-6.980,-6.980,-0.000,0.000,-10.997,-10.997,-0.000,-0.000,-2.402,-2.402,-0.000,-0.000,1151,1169,1177,1187,1005,996,351,1013,191
5.877470,1,1171,-3.615,-5.374,-1.539,-0.125,0.125,-0.125,-6.980,-6.980,-0.000,0.000,-10.997,-10.997,-0.000,0.000,-2.121,-2.121,-0.000,0.000,1151,1169,1177,1187,1005,996,351,1013,191
5.887463,1,1171,-3.810,-5.374,-1.539,-0.188,0.125,0.000,-7.246,-7.246,-0.000,-0.000,-10.997,-10.997,-0.000,0.000,-2.308,-2.308,-0.000,-0.000,1150,1170,1177,1187,1004,996,351,1013,191
5.897467,1,1171,-3.615,-5.374,-1.685,0.062,-0.062,-0.062,-7.355,-7.355,-0.000,-0.000,-10.622,-10.622,-0.000,0.000,-2.434,-2.434,-0.000,-0.000,1151,1170,1177,1187,1005,996,351,1012,191
5.907418,1,1171,-3.615,-5.374,-1.685,-0.188,0.125,0.000,-6.855,-6.855,-0.000,0.000,-10.997,-10.997,-0.000,-0.000,-2.528,-2.528,-0.000,-0.000,1151,1169,1178,1186,1005,996,351,1012,191
5.917429,1,1171,-3.615,-5.374,-2.418,-0.125,0.125,0.062,-6.980,-6.980,-0.000,-0.000,-10.997,-10.997,-0.000,0.000,-3.721,-3.721,-0.000,-0.000,1149,1171,1179,1185,1005,996,351,1007,191
5.927405,1,1170,-3.810,-5.374,-5.349,-0.438,0.312,0.000,-6.746,-6.746,-0.000,0.000,-11.372,-11.372,-0.000,-0.000,-8.024,-8.024,-0.000,-0.000,1144,1174,1183,1181,1004,996,350,987,191
5.937398,1,1166,-3.615,-5.374,-8.867,0.000,0.000,0.000,-7.230,-7.230,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-13.300,-13.300,-0.000,-0.000,1134,1175,1182,1170,1005,996,340,963,191
5.947413,1,1127,-3.615,-5.374,-11.651,0.000,0.062,0.062,-7.230,-7.230,-0.000,0.000,-10.872,-10.872,-0.000,-0.000,-17.571,-17.571,-0.000,-0.000,1091,1140,1148,1127,1005,996,260,944,191
5.957354,1,1090,-3.615,-5.374,-13.703,0.062,-0.125,0.000,-7.355,-7.355,-0.000,-0.000,-10.497,-10.497,-0.000,0.000,-20.554,-20.554,-0.000,-0.000,1052,1108,1114,1088,1005,996,186,930,191
5.967433,1,1090,-3.615,-5.374,-15.901,-0.062,-0.062,0.000,-7.105,-7.105,-0.000,0.000,-10.622,-10.622,-0.000,-0.000,-23.852,-23.852,-0.000,-0.000,1049,1111,1118,1084,1005,996,186,915,191
5.977364,1,1090,-3.615,-5.374,-19.858,0.125,-0.062,-0.062,-7.480,-7.480,-0.000,-0.000,-10.622,-10.622,-0.000,0.000,-29.694,-29.694,-0.000,-0.000,1043,1117,1123,1079,1005,996,186,888,191
5.987348,1,1090,-3.615,-5.374,-26.600,0.000,-0.062,0.000,-7.230,-7.230,-0.000,0.000,-10.622,-10.622,-0.000,0.000,-39.900,-39.900,-0.000,-0.000,1033,1127,1134,1068,1005,996,186,842,191
5.997296,1,1090,-3.615,-5.374,-34.221,0.125,-0.125,-0.125,-7.480,-7.480,-0.000,-0.000,-10.497,-10.497,-0.000,0.000,-51.144,-51.144,-0.000,-0.000,1021,1138,1145,1057,1005,996,186,790,191
6.007285,1,1090,-3.615,-5.374,-42.868,-0.062,0.062,0.062,-7.105,-7.105,-0.000,0.000,-10.872,-10.872,-0.000,-0.000,-64.395,-64.395,-0.000,-0.000,1008,1151,1159,1044,1005,996,186,731,191
6.017289,1,1090,-3.615,-5.374,-51.954,0.062,0.000,-0.125,-7.355,-7.355,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-77.744,-77.744,-0.000,-0.000,1000,1165,1172,1031,1005,996,186,669,191
6.046493,1,1090,-3.615,-5.374,-77.601,-0.125,0.062,0.062,-6.980,-6.980,-0.000,-0.000,-10.872,-10.872,-0.000,-0.000,-116.496,-116.496,-0.000,-0.000,1000,1203,1211,1000,1005,996,186,494,191
6.058085,1,1090,-3.615,-5.374,-85.076,0.000,0.000,-0.062,-7.230,-7.230,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-127.520,-127.520,-0.000,-0.000,1000,1214,1221,1000,1005,996,186,443,191
6.067496,1,1090,-3.615,-5.374,-91.964,-0.188,0.062,0.000,-6.855,-6.855,-0.000,0.000,-10.872,-10.872,-0.000,-0.000,-137.946,-137.946,-0.000,-0.000,1000,1224,1232,1000,1005,996,186,396,191
6.077288,1,1090,-3.615,-5.374,-99.145,0.000,0.000,-0.062,-7.230,-7.230,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-148.624,-148.624,-0.000,-0.000,1000,1235,1243,1000,1005,996,186,347,191
6.087306,1,1090,-3.615,-5.374,-106.180,-0.125,0.062,0.000,-6.980,-6.980,-0.000,0.000,-10.872,-10.872,-0.000,-0.000,-159.270,-159.270,-0.000,-0.000,1000,1246,1254,1000,1005,996,186,299,191
6.097236,1,1090,-3.615,-5.374,-113.947,0.000,0.125,-0.062,-7.230,-7.230,-0.000,-0.000,-10.997,-10.997,-0.000,-0.000,-170.827,-170.827,-0.000,-0.000,1000,1257,1265,1000,1005,996,186,246,191
6.107214,1,1090,-3.810,-5.374,-121.275,-0.125,0.125,0.062,-7.371,-7.371,-0.000,-0.000,-10.997,-10.997,-0.000,0.000,-182.006,-182.006,-0.000,-0.000,1000,1269,1276,1000,1004,996,186,196,191
6.117192,1,1090,-3.615,-5.374,-121.275,-0.188,0.125,0.062,-6.855,-6.855,-0.000,0.000,-10.997,-10.997,-0.000,0.000,-182.006,-182.006,-0.000,0.000,1000,1268,1277,1000,1005,996,186,196,191
6.127159,1,1090,-3.615,-5.374,-121.275,-0.188,0.125,0.062,-6.855,-6.855,-0.000,0.000,-10.997,-10.997,-0.000,0.000,-182.006,-182.006,-0.000,0.000,1000,1268,1277,1000,1005,996,186,196,191
6.137112,1,1090,-3.615,-5.374,-121.275,-0.188,0.062,-0.062,-6.855,-6.855,-0.000,0.000,-10.872,-10.872,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.147137,1,1090,-3.615,-5.374,-121.275,0.000,0.000,0.062,-7.230,-7.230,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-182.006,-182.006,-0.000,-0.000,1000,1269,1276,1000,1005,996,186,196,191
6.157094,1,1090,-3.615,-5.374,-121.275,0.062,-0.062,-0.062,-7.355,-7.355,-0.000,-0.000,-10.622,-10.622,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1275,1000,1005,996,186,196,191
6.167688,1,1090,-3.615,-5.374,-121.275,0.000,0.000,0.000,-7.230,-7.230,-0.000,0.000,-10.747,-10.747,-0.000,-0.000,-181.913,-181.913,-0.000,-0.000,1000,1269,1276,1000,1005,996,186,196,191
6.177623,1,1090,-3.615,-5.374,-121.275,-0.188,0.188,0.062,-6.855,-6.855,-0.000,0.000,-11.122,-11.122,-0.000,-0.000,-182.006,-182.006,-0.000,-0.000,1000,1268,1277,1000,1005,996,186,196,191
6.187655,1,1090,-3.615,-5.374,-121.275,-0.125,0.062,0.062,-6.980,-6.980,-0.000,-0.000,-10.872,-10.872,-0.000,0.000,-182.006,-182.006,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.197781,1,1090,-3.615,-5.374,-121.275,0.000,0.000,0.062,-7.230,-7.230,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-182.006,-182.006,-0.000,0.000,1000,1269,1276,1000,1005,996,186,196,191
6.208475,1,1090,-3.810,-5.374,-121.275,0.062,0.062,-0.062,-7.746,-7.746,-0.000,-0.000,-10.872,-10.872,-0.000,-0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1275,1000,1004,996,186,196,191
6.217956,1,1090,-3.615,-5.374,-121.275,-0.125,0.000,0.000,-6.980,-6.980,-0.000,0.000,-10.747,-10.747,-0.000,0.000,-181.913,-181.913,-0.000,-0.000,1000,1269,1276,1000,1005,996,186,196,191
6.227681,1,1090,-3.615,-5.374,-121.275,-0.125,0.125,0.000,-6.980,-6.980,-0.000,0.000,-10.997,-10.997,-0.000,-0.000,-181.913,-181.913,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.237838,1,1090,-3.615,-5.374,-121.275,0.062,-0.062,-0.062,-7.355,-7.355,-0.000,-0.000,-10.622,-10.622,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1275,1000,1005,996,186,196,191
6.249082,1,1090,-3.615,-5.374,-121.275,0.000,-0.062,-0.062,-7.230,-7.230,-0.000,0.000,-10.622,-10.622,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1276,1000,1005,996,186,196,191
6.258210,1,1090,-3.810,-5.374,-121.275,-0.062,0.188,0.000,-7.496,-7.496,-0.000,-0.000,-11.122,-11.122,-0.000,-0.000,-181.913,-181.913,-0.000,-0.000,1000,1269,1276,1000,1004,996,186,196,191
6.267475,1,1090,-3.615,-5.374,-121.275,-0.188,0.125,0.062,-6.855,-6.855,-0.000,0.000,-10.997,-10.997,-0.000,0.000,-182.006,-182.006,-0.000,-0.000,1000,1268,1277,1000,1005,996,186,196,191
6.278023,1,1090,-3.615,-5.374,-121.275,-0.062,-0.062,-0.062,-7.105,-7.105,-0.000,-0.000,-10.622,-10.622,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1276,1000,1005,996,186,196,191
6.287631,1,1090,-3.615,-5.374,-121.275,0.062,-0.125,0.000,-7.355,-7.355,-0.000,-0.000,-10.497,-10.497,-0.000,0.000,-181.913,-181.913,-0.000,-0.000,1000,1269,1275,1000,1005,996,186,196,191
6.297561,1,1090,-3.615,-5.374,-121.275,-0.062,0.125,0.000,-7.105,-7.105,-0.000,0.000,-10.997,-10.997,-0.000,-0.000,-181.913,-181.913,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.308032,1,1090,-3.615,-5.374,-121.275,-0.062,0.125,-0.062,-7.105,-7.105,-0.000,0.000,-10.997,-10.997,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.317327,1,1090,-3.615,-5.374,-121.275,0.000,-0.062,-0.062,-7.230,-7.230,-0.000,-0.000,-10.622,-10.622,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1276,1000,1005,996,186,196,191
6.331635,1,1090,-3.615,-5.374,-121.275,-0.188,0.250,0.000,-6.855,-6.855,-0.000,0.000,-11.247,-11.247,-0.000,-0.000,-181.913,-181.913,-0.000,-0.000,1000,1268,1277,1000,1005,996,186,196,191
6.347836,1,1090,-3.615,-5.374,-121.275,-0.125,0.062,0.000,-6.980,-6.980,-0.000,-0.000,-10.872,-10.872,-0.000,0.000,-181.913,-181.913,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.357016,1,1090,-3.810,-5.374,-121.275,0.000,0.062,-0.062,-7.621,-7.621,-0.000,-0.000,-10.872,-10.872,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1275,1000,1004,996,186,196,191
6.367099,1,1090,-3.810,-5.374,-121.275,0.062,-0.062,-0.062,-7.746,-7.746,-0.000,-0.000,-10.622,-10.622,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1275,1000,1004,996,186,196,191
6.376996,1,1090,-3.615,-5.374,-121.275,-0.125,0.000,0.000,-6.980,-6.980,-0.000,0.000,-10.747,-10.747,-0.000,-0.000,-181.913,-181.913,-0.000,-0.000,1000,1269,1276,1000,1005,996,186,196,191
6.387016,1,1090,-3.615,-5.374,-121.275,-0.062,-0.062,-0.062,-7.105,-7.105,-0.000,-0.000,-10.622,-10.622,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1276,1000,1005,996,186,196,191
6.396929,1,1090,-3.810,-5.374,-121.275,0.000,0.000,0.000,-7.621,-7.621,-0.000,-0.000,-10.747,-10.747,-0.000,-0.000,-181.913,-181.913,-0.000,-0.000,1000,1269,1275,1000,1004,996,186,196,191
6.406960,1,1090,-3.615,-5.374,-121.275,0.000,0.062,-0.062,-7.230,-7.230,-0.000,0.000,-10.872,-10.872,-0.000,-0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1276,1000,1005,996,186,196,191
6.416929,1,1090,-3.810,-5.374,-121.275,-0.188,0.188,-0.062,-7.246,-7.246,-0.000,-0.000,-11.122,-11.122,-0.000,-0.000,-181.819,-181.819,-0.000,0.000,1000,1268,1276,1000,1004,996,186,196,191
6.427149,1,1090,-3.615,-5.374,-121.275,-0.188,0.062,-0.062,-6.855,-6.855,-0.000,0.000,-10.872,-10.872,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.436899,1,1090,-3.810,-5.374,-121.275,0.062,0.000,0.000,-7.746,-7.746,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-181.913,-181.913,-0.000,-0.000,1000,1269,1275,1000,1004,996,186,196,191
6.447145,1,1090,-3.810,-5.374,-121.275,0.000,0.000,-0.125,-7.621,-7.621,-0.000,0.000,-10.747,-10.747,-0.000,0.000,-181.725,-181.725,-0.000,0.000,1000,1269,1275,1000,1004,996,186,196,191
6.456828,1,1090,-3.615,-5.374,-121.275,-0.125,0.125,-0.062,-6.980,-6.980,-0.000,0.000,-10.997,-10.997,-0.000,-0.000,-181.819,-181.819,-0.000,-0.000,1000,1268,1276,1000,1005,996,186,196,191
6.466854,1,1090,-3.810,-5.374,-121.275,-0.125,0.000,0.062,-7.371,-7.371,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-182.006,-182.006,-0.000,-0.000,1000,1269,1276,1000,1004,996,186,196,191
6.477060,1,1090,-3.615,-5.374,-121.275,0.000,-0.062,-0.125,-7.230,-7.230,-0.000,0.000,-10.622,-10.622,-0.000,0.000,-181.725,-181.725,-0.000,0.000,1000,1269,1275,1000,1005,996,186,196,191
6.488933,1,1090,-3.615,-5.374,-121.275,-0.062,0.000,-0.062,-7.105,-7.105,-0.000,0.000,-10.747,-10.747,-0.000,-0.000,-181.819,-181.819,-0.000,-0.000,1000,1269,1276,1000,1005,996,186,196,191
6.496941,1,1090,-3.615,-5.374,-121.275,-0.188,0.250,0.062,-6.855,-6.855,-0.000,0.000,-11.247,-11.247,-0.000,-0.000,-182.006,-182.006,-0.000,-0.000,1000,1268,1277,1000,1005,996,186,196,191
6.507373,1,1090,-3.615,-5.374,-121.275,-0.125,0.062,0.000,-6.980,-6.980,-0.000,-0.000,-10.872,-10.872,-0.000,0.000,-181.913,-181.913,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.516875,1,1090,-3.810,-5.374,-121.275,0.062,-0.125,-0.062,-7.746,-7.746,-0.000,-0.000,-10.497,-10.497,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1275,1000,1004,996,186,196,191
6.526924,1,1090,-3.615,-5.374,-121.275,0.062,0.000,-0.062,-7.355,-7.355,-0.000,0.000,-10.747,-10.747,-0.000,-0.000,-181.819,-181.819,-0.000,0.000,1000,1269,1276,1000,1005,996,186,196,191
6.536870,1,1090,-3.615,-5.374,-121.275,-0.188,0.125,-0.062,-6.855,-6.855,-0.000,0.000,-10.997,-10.997,-0.000,-0.000,-181.819,-181.819,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.547070,1,1090,-3.615,-5.374,-121.275,-0.125,0.062,0.062,-6.980,-6.980,-0.000,-0.000,-10.872,-10.872,-0.000,0.000,-182.006,-182.006,-0.000,-0.000,1000,1268,1276,1000,1005,996,186,196,191
6.556753,1,1050,-195.701,25.110,-37.445,0.000,-0.062,0.000,-391.402,-391.402,-0.000,-0.000,50.345,50.345,-0.000,0.000,-56.168,-56.168,-0.000,0.000,1000,1547,1000,1334,22,1152,21,768,0
6.566869,1,1090,-3.810,-5.374,-121.275,0.000,0.062,0.000,-7.621,-7.621,-0.000,0.000,-10.872,-10.872,-0.000,-0.000,-181.913,-181.913,-0.000,-0.000,1000,1269,1276,1000,1004,996,186,196,191
6.576792,1,1090,-3.615,-5.374,-121.275,-0.125,0.188,0.062,-6.980,-6.980,-0.000,0.000,-11.122,-11.122,-0.000,-0.000,-182.006,-182.006,-0.000,-0.000,1000,1268,1277,1000,1005,996,186,196,191
6.586877,1,1090,-3.810,-5.374,-121.275,-0.250,0.062,0.062,-7.121,-7.121,-0.000,-0.000,-10.872,-10.872,-0.000,0.000,-182.006,-182.006,-0.000,0.000,1000,1269,1276,1000,1004,996,186,196,191
6.596809,1,1090,-3.615,-5.374,-121.275,-0.062,0.000,-0.125,-7.105,-7.105,-0.000,0.000,-10.747,-10.747,-0.000,0.000,-181.725,-181.725,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.606803,1,1090,-3.615,-5.374,-121.275,0.000,0.000,0.000,-7.230,-7.230,-0.000,-0.000,-10.747,-10.747,-0.000,0.000,-181.913,-181.913,-0.000,-0.000,1000,1269,1276,1000,1005,996,186,196,191
6.616753,1,1090,-3.615,-5.374,-121.275,-0.125,0.000,0.000,-6.980,-6.980,-0.000,0.000,-10.747,-10.747,-0.000,0.000,-181.913,-181.913,-0.000,0.000,1000,1269,1276,1000,1005,996,186,196,191
6.626809,1,1090,-3.615,-5.374,-121.275,-0.188,0.125,0.000,-6.855,-6.855,-0.000,0.000,-10.997,-10.997,-0.000,-0.000,-181.913,-181.913,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.636811,1,1090,-3.615,-5.374,-121.275,-0.250,0.125,-0.062,-6.730,-6.730,-0.000,0.000,-10.997,-10.997,-0.000,0.000,-181.819,-181.819,-0.000,0.000,1000,1268,1276,1000,1005,996,186,196,191
6.646785,1,1090,-3.615,-5.374,-121.275,-0.125,0.062,0.000,-6.980,-6.980,-0.000,-0.000,-10.872,-10.872,-0.000,0.000,-181.913,-181.913,-0.000,-0.000,1000,1268,1276,1000,1005,996,186,196,191
